RoarPyWaypoint(location=array([-283.79998779,  391.69998169,    0.59999996]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.91985925]), lane_width=12.0)
RoarPyWaypoint(location=array([381.61605835, 480.26925659,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([380.15377808, 478.90478516,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([378.69152832, 477.54031372,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([377.22924805, 476.17584229,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([375.76696777, 474.81140137,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([374.30471802, 473.44692993,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([372.84243774, 472.0824585 ,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([371.38015747, 470.71798706,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([369.91790771, 469.35351562,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([368.45562744, 467.98904419,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([366.99334717, 466.62460327,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([365.53109741, 465.26013184,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([364.06881714, 463.8956604 ,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([362.60653687, 462.53118896,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([361.14428711, 461.16671753,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([359.68200684, 459.80224609,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([358.21972656, 458.43780518,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([356.75747681, 457.07333374,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([355.29519653, 455.7088623 ,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([353.83294678, 454.34439087,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([352.3706665 , 452.97991943,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([350.90838623, 451.61547852,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([349.44610596, 450.25100708,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([347.9838562 , 448.88653564,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([346.52157593, 447.52206421,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([345.05932617, 446.15759277,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([343.5970459 , 444.79312134,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3907799]), lane_width=11.999981880187988)
RoarPyWaypoint(location=array([342.13543701, 443.42797852,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.38886082]), lane_width=11.999983787536621)
RoarPyWaypoint(location=array([340.67852783, 442.05780029,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.38486076]), lane_width=11.999979972839355)
RoarPyWaypoint(location=array([339.22711182, 440.68179321,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.38086095]), lane_width=11.999994277954102)
RoarPyWaypoint(location=array([337.78118896, 439.30001831,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37686089]), lane_width=11.999985694885254)
RoarPyWaypoint(location=array([336.33929443, 437.91400146,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([334.89761353, 436.52780151,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([333.45593262, 435.14160156,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([332.01425171, 433.75540161,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([330.5725708 , 432.36920166,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([329.13088989, 430.98300171,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([327.68920898, 429.59680176,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([326.24752808, 428.21060181,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([324.80584717, 426.82440186,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([323.36416626, 425.4382019 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([321.92248535, 424.05200195,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([320.48080444, 422.665802  ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([319.03912354, 421.27960205,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([317.59744263, 419.89337158,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([316.15576172, 418.50717163,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([314.71408081, 417.12097168,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([313.2723999 , 415.73477173,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([311.83071899, 414.34857178,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([310.38903809, 412.96237183,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([308.94735718, 411.57617188,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([307.50567627, 410.18997192,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([306.06399536, 408.80377197,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([304.62231445, 407.41757202,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([303.18063354, 406.03137207,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([301.73895264, 404.6451416 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([300.29727173, 403.25897217,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([298.85559082, 401.8727417 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([297.41390991, 400.48654175,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([295.972229 , 399.1003418,   0.       ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([294.5305481 , 397.71414185,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([293.08886719, 396.32794189,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([291.64718628, 394.94174194,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([290.20550537, 393.55554199,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([288.76382446, 392.16934204,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([287.32214355, 390.78314209,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([285.88046265, 389.39694214,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([284.43878174, 388.01074219,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([282.99713135, 386.62451172,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([281.55541992, 385.23831177,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([280.11376953, 383.85211182,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([278.67205811, 382.46591187,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([277.23040771, 381.07971191,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([275.78869629, 379.69351196,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([274.3470459 , 378.30731201,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([272.90533447, 376.92111206,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([271.46368408, 375.53491211,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([270.02197266, 374.14871216,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([268.58032227, 372.76251221,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37581027]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([267.13952637, 371.37530518,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37351942]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([265.70379639, 369.98294067,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.36951908]), lane_width=11.999999046325684)
RoarPyWaypoint(location=array([264.27365112, 368.58483887,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.36551928]), lane_width=11.99997329711914)
RoarPyWaypoint(location=array([262.84912109, 367.18103027,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.36151921]), lane_width=12.00001049041748)
RoarPyWaypoint(location=array([261.4302063 , 365.77151489,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35751915]), lane_width=12.00002384185791)
RoarPyWaypoint(location=array([260.01699829, 364.35635376,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999978065490723)
RoarPyWaypoint(location=array([258.60644531, 362.93847656,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999978065490723)
RoarPyWaypoint(location=array([257.19592285, 361.52056885,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999978065490723)
RoarPyWaypoint(location=array([255.78540039, 360.10269165,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999978065490723)
RoarPyWaypoint(location=array([254.37487793, 358.68478394,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999978065490723)
RoarPyWaypoint(location=array([252.96435547, 357.26690674,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999978065490723)
RoarPyWaypoint(location=array([251.55383301, 355.84902954,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([250.14329529, 354.43112183,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([248.73277283, 353.01324463,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([247.32225037, 351.59533691,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([245.91171265, 350.17745972,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([244.50119019, 348.759552  ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([243.09066772, 347.3416748 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([241.68014526, 345.92376709,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([240.26960754, 344.50588989,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([238.85908508, 343.0880127 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([237.44856262, 341.67010498,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([236.0380249 , 340.25222778,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([234.62750244, 338.83432007,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([233.21697998, 337.41644287,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([231.80645752, 335.99853516,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([230.3959198 , 334.58065796,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([228.98539734, 333.16275024,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([227.57487488, 331.74487305,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([226.16433716, 330.32696533,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([224.7538147 , 328.90908813,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([223.34329224, 327.49121094,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([221.93276978, 326.07330322,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([220.52224731, 324.65542603,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([219.11170959, 323.23751831,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([217.70118713, 321.81964111,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([216.29064941, 320.4017334 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([214.88012695, 318.9838562 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([213.46960449, 317.565979  ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([212.05908203, 316.14807129,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([210.64855957, 314.73019409,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([209.23802185, 313.31228638,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([207.82749939, 311.89440918,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([206.41697693, 310.47650146,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([205.00643921, 309.05862427,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([203.59591675, 307.64071655,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([202.18539429, 306.22283936,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([200.77487183, 304.80493164,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([199.36433411, 303.38705444,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([197.95381165, 301.96917725,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([196.54328918, 300.55126953,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35359072]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([195.13182068, 299.13433838,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35589355]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([193.7151947 , 297.72250366,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.35989335]), lane_width=11.999987602233887)
RoarPyWaypoint(location=array([192.29295349, 296.31637573,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.36389342]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([190.86506653, 294.91595459,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.36789322]), lane_width=12.000014305114746)
RoarPyWaypoint(location=array([189.43162537, 293.52124023,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37189356]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([187.99259949, 292.1322937 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37589336]), lane_width=11.999988555908203)
RoarPyWaypoint(location=array([186.54804993, 290.74908447,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37989343]), lane_width=11.999995231628418)
RoarPyWaypoint(location=array([185.09794617, 289.37167358,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.38389323]), lane_width=11.999999046325684)
RoarPyWaypoint(location=array([183.64237976, 288.00009155,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3878933]), lane_width=11.999999046325684)
RoarPyWaypoint(location=array([182.18133545, 286.63430786,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([180.71809387, 285.27087402,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([179.25483704, 283.9074707 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([177.79159546, 282.54406738,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([176.32833862, 281.18063354,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([174.86508179, 279.81723022,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([173.40184021, 278.4538269 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([171.93858337, 277.09039307,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([170.47532654, 275.72698975,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([169.01208496, 274.36358643,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([167.54882812, 273.00015259,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([166.08557129, 271.63674927,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([164.62232971, 270.27334595,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([163.15907288, 268.90991211,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([161.6958313 , 267.54650879,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([160.23257446, 266.18310547,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([158.76931763, 264.81967163,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([157.30607605, 263.45626831,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([155.84281921, 262.09286499,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([154.37957764, 260.72943115,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999980926513672)
RoarPyWaypoint(location=array([152.9163208 , 259.36602783,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([151.45306396, 258.00262451,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([149.98980713, 256.63922119,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([148.52656555, 255.27578735,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([147.06330872, 253.91238403,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.999991416931152)
RoarPyWaypoint(location=array([145.60006714, 252.54896545,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([144.1368103 , 251.18554688,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([142.67355347, 249.82214355,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([141.21031189, 248.45872498,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([139.74705505, 247.0953064 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([138.28381348, 245.73190308,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([136.82055664, 244.3684845 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
